menu_total_victory|你 不 该 看 这 个… … {s9}
mno_continue|继 续 
menu_enemy_slipped_away|{s17}
mno_continue|继 续 
menu_permanent_damage|{s0}
mno_s0|{s0}
menu_pre_join|你 遇 到 {s2}正 在 攻 击 {s1}， 你 决 定… … 
mno_pre_join_help_attackers|对 {s2}施 以 援 手。 
mno_pre_join_help_defenders|对 {s1}施 以 援 手。 
mno_pre_join_leave|不 卷 入 纷 争。 
menu_join_battle|你 决 定 帮 助 {s2}对 抗 {s1}， 你 将 有 {reg10}名 士 兵 参 加 战 斗 对 抗 {reg11}个 敌 人。 
mno_join_attack|攻 入 敌 阵！ 
mno_join_attack|反 击 敌 人！ 
mno_join_order_attack|仅 仅 让 你 的 士 兵 加 入 你 的 盟 友。 
mno_join_leave|离 开。 
menu_join_order_attack|{s4}^^ 我 军 伤 亡： {s8}^^ 盟 军 伤 亡： {s9}^^ 敌 军 伤 亡： {s10}
mno_continue|继 续 
menu_zendar|你 进 入 了 禅 达 镇。 
mno_zendar_enter|【 进 入 】 
mno_zendar_enter_door|去 镇 广 场。 
mno_zendar_tavern|【 进 入 】 
mno_zendar_tavern_door|进 入 酒 馆。 
mno_zendar_merchant|【 进 入 】 
mno_zendar_merchant_door|进 入 商 店。 
mno_zendar_arena|【 进 入 】 
mno_zendar_arena_door|进 入 竞 技 场。 
mno_town_1_leave|【 进 入 】 
menu_salt_mine|你 进 入 了 盐 矿。 
mno_enter|进 入 
mno_leave|离 开 
menu_four_ways_inn|你 进 入 了 四 方 客 栈。 
mno_enter|进 入 
mno_leave|离 开 
menu_test_scene|你 进 入 了 测 试 场 景。 
mno_enter|进 入 1。 
mno_enter|进 入 2。 
mno_enter|进 入 3。 
mno_enter|进 入 4。 
mno_enter|进 入 5。 
mno_enter|进 入 6。 
mno_enter|进 入 7。 
mno_enter|进 入 8。 
mno_enter|进 入 9。 
mno_leave|离 开 
mno_leave|离 开 
menu_dhorak_keep|你 进 入 了 多 拉 克 要 塞。 
mno_enter|进 入 
mno_leave|离 开 
menu_join_siege_outside|{s1}正 被 {s2}围 攻。 
mno_approach_besiegers|进 入 围 城 营 地。 
mno_pass_through_siege|穿 过 围 城 进 入 {s1}。 
mno_leave|离 开 
menu_cut_siege_without_fight|围 城 方 放 你 进 入 了 城 堡。 
mno_continue|继 续 
menu_besiegers_camp_with_allies|{s1}依 然 被 围 困 中， 你 和 你 的 部 队 在 上 空 飞 扬 着 {s2}的 旗 帜 的 围 城 营 地 那 里 被 热 烈 的 欢 迎 了。 
mno_talk_to_siege_commander|要 求 和 指 挥 官 会 面。 
mno_join_siege_with_allies|加 入 下 一 轮 的 攻 城。 
mno_join_siege_stay_back|坐 镇 指 挥， 让 你 的 部 队 协 助 下 一 轮 的 攻 城。 
mno_leave|离 开 
menu_castle_outside|你 在 {s2}的 外 面。 {s11}{s3}{s4}
mno_approach_gates|走 近 城 门， 叫 守 卫 出 来。 
mno_town_sneak|伪 装， 偷 偷 溜 进 {s7}里 去。 
mno_dplmc_riot_start_siege|围 攻 {reg6?城 镇:城 堡} 来 平 息 暴 乱。 
mno_dplmc_riot_negotiate|开 始 磋 商。 
mno_castle_start_siege|围 攻 {reg6? 城 镇:城 堡} 
mno_castle_leave|离 开。 
menu_castle_guard|你 走 近 了 城 门。 城 墙 上 的 守 卫 正 紧 盯 着 你。 
mno_request_shelter|要 求 进 入 城 堡。 
mno_request_meeting_commander|要 求 和 城 堡 中 的 某 人 会 面。 
mno_guard_leave|离 开。 
menu_castle_entry_granted|简 短 的 等 待 之 后， 守 卫 打 开 了 城 门， 允 许 你 和 你 的 部 队 进 入 城 中。 
mno_continue|继 续 
menu_castle_entry_denied|城 堡 中 的 指 挥 官 拒 绝 了 你 的 请 求， 禁 止 你 走 近 城 池 一 步， 否 则 守 军 就 会 向 你 发 起 攻 击。 
mno_continue|继 续 
menu_castle_meeting|你 想 要 见 谁？ 
mno_guard_meet_s5|{s5}。 
mno_guard_meet_s5|{s5}。 
mno_guard_meet_s5|{s5}。 
mno_guard_meet_s5|{s5}。 
mno_guard_meet_s5|{s5}。 
mno_guard_meet_s5|{s5}。 
mno_guard_meet_s5|{s5}。 
mno_guard_meet_s5|{s5}。 
mno_guard_meet_s5|{s5}。 
mno_guard_meet_s5|{s5}。 
mno_forget_it|算 了。 
menu_castle_meeting_selected|你 的 申 请 被 传 递 上 去 了， 最 终 {s6}出 现 在 你 面 前 与 你 进 行 交 涉。 
mno_continue|继 续 
menu_castle_besiege|你 已 经 在 围 攻 {s1}。 {s2}{s3}
mno_siege_request_meeting|要 求 和 城 堡 的 指 挥 官 会 面。 
mno_wait_24_hours|等 到 明 天。 
mno_castle_lead_attack|亲 自 率 领 攻 城。 
mno_attack_stay_back|坐 镇 指 挥， 让 你 的 部 队 攻 击… … 
mno_build_ladders|准 备 攻 击 城 墙。 
mno_build_siege_tower|建 立 攻 城 塔。 
mno_lift_siege|放 弃 围 城。 
menu_siege_attack_meets_sally|守 城 方 派 了 部 队 来 对 你 进 行 还 击。 
mno_continue|继 续 
menu_siege_attack_meets_sally_player|你 的 部 队 已 经 派 出 去 阻 击 攻 城 者 了。 
mno_continue|继 续 
menu_castle_besiege_inner_battle|{s1}
mno_continue|继 续 
menu_construct_ladders|队 员 中 最 高 工 程 技 能 为 {reg2}级， 由 此 {reg3? 你 预 期 :{s3}预 期}需 要 {reg4}小 时 来 安 设 云 梯。 
mno_build_ladders_cont|继 续。 
mno_go_back|后 退。 
menu_construct_siege_tower|队 员 中 最 高 工 程 技 能 为 {reg2}级， 由 此 {reg3? 你 预 期 :{s3}预 期}需 要 {reg4}小 时 来 建 立 攻 城 塔。 
mno_build_siege_tower_cont|开 始 建 造。 
mno_go_back|后 退。 
menu_castle_attack_walls_simulate|{s4}^^ 我 军 伤 亡： {s8}^^ 敌 军 伤 亡： {s9}
mno_continue|继 续 
menu_castle_attack_walls_with_allies_simulate|{s4}^^ 我 军 伤 亡： {s8}^^ 盟 军 伤 亡： {s9}^^ 敌 军 伤 亡： {s10}
mno_continue|继 续 
menu_castle_taken_by_friends|这 里 已 经 没 什 么 好 看 的 了。 
menu_castle_taken|你 的 部 队 攻 陷 了 {s3}， 现 在 你 已 经 完 全 地 掌 控 了 这 个 {reg2? 城 镇 : 城 堡}。 {reg1? 你 可 以 在 这 里 驻 军 以 防 那 些 打 算 重 新 夺 回 它 的 敌 军。 同 时， 你 可 以 选 择 保 留 这 座 {reg2? 城 镇 : 城 堡}给 自 己 或 者 分 封 给 某 个 忠 诚 的 部 下… … :}
mno_continue|继 续 
menu_castle_taken_2|你 的 部 队 攻 陷 了 {s3}， 现 在 你 已 经 完 全 地 掌 控 了 这 个 城 堡。 现 在 应 该 把 这 个 胜 利 的 消 息 告 诉 给 {s9}了。 {s5}
mno_castle_taken_claim|要 求 他 把 {s3}封 给 你。 
mno_castle_taken_claim_2|要 求 他 把 {s3}封 为 你 的 配 偶。 
mno_castle_taken_no_claim|什 么 也 不 要 求。 
menu_requested_castle_granted_to_player|你 从 你 的 国 王 {s3}那 里 得 到 通 知。 ^^ {reg4? 她 : 他}决 定 将 {s2}{reg3? 和 附 近 的 {s4}村 :}封 给 你， 附 带 那 里 所 有 的 收 入 和 权 益， 条 件 是 在 这 期 间 你 要 保 持 宣 誓 效 忠 于 {reg4? 她 : 他}的 名 下。 
mno_continue|继 续 
menu_requested_castle_granted_to_player_husband|你 从 你 的 国 王 {s3}那 里 得 到 通 知。 ^^ {reg4? 她 : 他}决 定 将 {s2}{reg3? 和 附 近 的 {s4}村 :}封 给 你 的 丈 夫， ｛ s7 ｝。 
mno_continue|继 续 
menu_requested_castle_granted_to_another|你 从 你 的 国 王 {s3}那 里 得 到 通 知。 ^^ 我 听 说 你 很 英 勇 地 战 斗 并 把 {s2}给 攻 下 来 了。 你 的 胜 利 极 大 的 鼓 舞 了 我 们。 你 说 过 你 想 要 我 把 这 个 地 方 封 给 你， 但 恐 怕 我 并 不 能 同 意 你 的 要 求， 因 为 在 我 统 治 的 范 围 内， 你 已 经 有 了 封 地。 所 以 我 送 你 {reg6}第 纳 尔 作 为 你 的 军 费 开 支， 而 {s2}， 我 把 它 封 给 {s5}了。 
mno_accept_decision|接 受 你 的 君 主 的 决 定。 
mno_leave_faction|你 受 到 了 不 公 正 的 对 待！ 你 决 定 放 弃 你 对 你 的 君 主 所 发 的 誓 言！ 
menu_requested_castle_granted_to_another_female|你 从 你 的 国 王 {s3}那 里 得 到 通 知。 ^^ 我 听 说 你 很 英 勇 地 战 斗 并 把 {s2}给 攻 下 来 了。 你 的 胜 利 极 大 的 鼓 舞 了 我 们。 你 说 过 你 想 要 我 把 这 个 地 方 封 给 你， 但 恐 怕 我 并 不 能 同 意 你 的 要 求， 因 为 在 我 统 治 的 范 围 内， 你 已 经 有 了 封 地。 所 以 我 送 你 {reg6}第 纳 尔 作 为 你 的 军 费 开 支， 而 {s2}， 我 把 它 封 给 {s5}了。 
mno_accept_decision|接 受 你 的 君 主 的 决 定。 
menu_leave_faction|放 弃 你 的 誓 言 是 一 件 很 严 重 的 事 情。 你 的 君 主 将 宣 判 你 有 罪， 并 没 收 你 的 土 地 与 城 堡。 如 果 你 自 愿 交 出 你 的 土 地 与 城 堡， 他 也 许 会 饶 恕 你， 让 你 走。 
mno_leave_faction_give_back|我 放 弃 我 的 誓 言 并 交 出 我 的 领 地。 
mno_leave_faction_hold|我 放 弃 我 的 誓 言， 并 以 自 己 的 名 义 占 有 我 的 领 地， 包 括 {s2}。 
mno_leave_faction_cancel|我 改 变 主 意 了。 我 还 是 对 我 的 君 主 效 忠。 
menu_give_center_to_player|获 赐 新 封 地！ {s1}将 {s2}赏 赐 给 你。 你 的 选 择 是？ 
mno_give_center_to_player_accept|接 受 这 个 建 议。 
mno_give_center_to_player_reject|拒 绝， 你 不 想 要 {s2}。 
menu_give_center_to_player_2|短 暂 的 仪 式 之 后， 你 已 受 封 新 封 地。 你 现 在 是 {s2}{reg3? 和 从 属 的 {s4}村 :}的 领 主。 {reg3? 它 们 : 它}会 成 为 你 新 的 封 地。 你 可 以 在 这 里 横 征 暴 敛， 拉 壮 丁。 但 你 也 得 保 证 这 里 的 安 全 和 秩 序。 
mno_continue|继 续 
menu_oath_fulfilled|你 已 经 发 誓 为 {s1}服 务 一 段 时 间。 你 的 誓 言 已 经 完 结 了。 你 将 准 备 怎 么 办？ 
mno_renew_oath|继 续 向 {s1}发 誓， 再 服 务 一 个 月。 
mno_dont_renew_oath|恢 复 自 由 身。 
menu_siege_started_defender|{s1}正 在 攻 击 {s2}的 城 墙。 你 有 {reg10}人 可 以 参 战 对 抗 敌 人 的 {reg11}人。 你 决 定… … 
mno_dplmc_negotiate_with_besieger|与 攻 城 者 谈 判。 
mno_siege_defender_join_battle|参 加 战 斗。 
mno_siege_defender_troops_join_battle|坐 镇 指 挥， 让 你 的 部 队 攻 击。 
menu_siege_join_defense|{s4}^^ 我 军 伤 亡： {s8}^^ 盟 军 伤 亡： {s9}^^ 敌 军 伤 亡： {s10}
mno_continue|继 续 
menu_enter_your_own_castle|{s10}
mno_continue|继 续 
menu_village|{s10}{s12}^{s11}^{s6}{s7}
mno_auto_sell|自 动 出 售 物 品。 
mno_auto_buy_food|自 动 购 买 食 物。 
mno_Meet_with_village_elder|与 村 庄 长 者 会 面。 
mno_village_manage|管 理 这 个 村 庄。 
mno_recruit_volunteers|征 募 志 愿 兵。 
mno_village_center|前 往 村 中 心。 
mno_village_center_door|村 庄 中 心 的 大 门。 
mno_village_buy_food|向 村 民 购 买 给 养。 
mno_village_attack_bandits|进 攻 强 盗。 
mno_village_wait|在 这 里 待 一 会 儿。 
mno_dplmc_village_counter_insurgency|Counter the insurgency.{***}
mno_dplmc_village_negotiate|开 始 谈 判。 
mno_collect_taxes_qst|为 {s1}{reg5? 继 续 征 税 : 征 税}。 
mno_train_peasants_against_bandits_qst|训 练 这 些 农 民。 
mno_village_hostile_action|做 一 些 带 有 敌 意 的 事 情。 
mno_village_leave|离 开… … 
menu_village_hostile_action|你 现 在 打 算 做 些 什 么？ 
mno_village_take_food|强 征 给 养。 
mno_village_steal_cattle|偷 一 些 牛。 
mno_village_loot|抢 劫 这 个 村 子， 然 后 把 它 夷 为 平 地！ 
mno_forget_it|算 了。 
menu_recruit_volunteers|{s18}
mno_continue|继 续 
mno_recruit_them|收 编 他 们（{reg6}第 纳 尔）。 
mno_recruit_one_of_them|收 编 其 中 一 名（{reg7}第 纳 尔）。 
mno_forget_it|算 了。 
menu_village_hunt_down_fugitive_defeated|这 个 世 界 在 你 眼 前 一 暗。 当 你 再 次 睁 开 眼 睛 的 时 候， 你 意 识 到 自 己 浸 泡 在 自 己 的 鲜 血 里， 但 幸 运 的 是， 你 没 有 一 处 创 伤 是 致 命 的。 
mno_continue|继 续 
menu_village_infest_bandits_result|{s9}
mno_continue|继 续 
menu_village_infestation_removed|经 过 足 以 令 人 传 诵 的 英 勇 的 战 斗， 你 和 你 的 同 伴 打 败 了 强 盗。 这 个 村 子 再 次 安 全 了。 经 过 他 们 的 抢 劫 以 后， 村 民 几 乎 没 有 什 么 东 西 剩 下 了， 但 他 们 还 是 拿 出 了 任 何 他 们 有 的 东 西。 
mno_village_bandits_defeated_accept|我 接 受 你 们 的 赠 品。 
mno_village_bandits_defeated_cont|你 们 比 我 更 需 要 这 些 东 西。 你 们 的 感 谢 已 经 足 够 了。 
menu_center_manage|{s19}^{reg6?^^ 你 现 在 正 在 建 造 {s7}。 这 个 建 筑 将 于 {reg8}{reg9? 日 : 日}后 完 成。 :}
mno_center_build_manor|建 造 一 个 庄 园。 
mno_center_build_fish_pond|建 造 一 个 磨 坊。 
mno_center_build_watch_tower|建 造 一 个 了 望 塔。 
mno_center_build_school|建 造 一 个 学 校。 
mno_center_build_messenger_post|建 造 一 个 驿 站。 
mno_center_build_prisoner_tower|建 造 一 个 监 狱。 
mno_go_back_dot|后 退。 
menu_center_improve|{s19}队 员 中 最 高 工 程 技 能 为 {reg2}级， 由 此 {reg3? 你 预 期 :{s3}预 期}建 造 {s4}要 花 费 {reg5}第 纳 尔， 升 级 需 要 {reg6}日。 
mno_dplmc_improve_cont|Go on. (Pay from treasury){***}
mno_improve_cont|继 续。 
mno_forget_it|算 了。 
mno_improve_not_enough_gold|没 钱。 
menu_town_bandits_failed|{s4}{s5}
mno_continue|继 续 
menu_town_bandits_succeeded|你 如 同 割 麦 子 一 般 干 掉 了 强 盗！ 你 再 次 孤 身 一 人 站 在 街 头， 在 你 的 周 围 散 布 着 强 盗 们 的 尸 体， 看 到 这 一 幕， 他 们 的 残 党 惊 慌 地 四 散 而 去， 消 失 在 街 道 深 处。 搜 寻 尸 体 后 你 发 现 了 一 袋 钱， 或 者 它 属 于 前 一 个 无 辜 的 牺 牲 者， 或 者 是 有 人 想 要 买 你 的 命。 
mno_continue|继 续 
menu_village_steal_cattle_confirm|队 员 中 最 高 掠 夺 技 能 为 {reg2}级， 由 此 {reg3? 你 预 期 :{s1}预 期}你 最 多 可 以 偷 到 {reg4}头 牛。 
mno_village_steal_cattle_confirm|继 续。 
mno_forget_it|算 了。 
menu_village_steal_cattle|{s1}
mno_continue|继 续 
menu_village_take_food_confirm|强 迫 农 民 们 准 备 好 补 给 品 需 要 花 费 至 少 一 个 小 时。 
mno_village_take_food_confirm|可 以。 
mno_forget_it|算 了。 
menu_village_take_food|村 民 们 勉 强 交 出 了 一 些 给 养。 
mno_take_supplies|带 走。 
mno_let_them_keep_it|算 了。 
menu_village_start_attack|一 些 村 民 拿 起 农 具 准 备 抵 抗 你 的 掠 夺。 
mno_village_raid_attack|镇 压 他 们。 
mno_village_raid_leave|离 开。 
menu_village_loot_no_resist|村 民 们 在 你 的 军 队 前 望 风 而 逃， 村 庄 由 你 控 制 了。 
mno_village_loot|抢 劫 这 个 村 子， 然 后 把 它 夷 为 平 地！ 
mno_village_raid_leave|离 开。 
menu_village_loot_complete|在 你 的 命 令 下， 你 的 队 伍 洗 劫 了 这 个 村 子， 抢 走 了 所 有 值 钱 的 东 西， 将 所 有 的 房 子 付 之 一 炬。 不 过 所 有 的 收 入 加 起 来， 也 才 {reg1}第 纳 尔。 
mno_continue|继 续 
menu_village_loot_defeat|村 民 们 以 极 大 的 勇 气 和 决 心， 团 结 一 致， 赶 跑 了 你 的 军 队。 
mno_continue|继 续 
menu_village_loot_continue|你 还 想 继 续 洗 劫 这 个 村 子 吗？ 
mno_disembark_yes|是 的。 
mno_disembark_no|不。 
menu_close|没 事。 
menu_town|{s10}{s14}^{s11}{s12}{s13}
mno_castle_castle|进 入 领 主 大 厅 {s1}。 
mno_castle_castle_door|城 堡 大 门。 
mno_castle_player_sally_out|{s12}正 在 被 围 攻， 集 结 部 队， 阻 击 敌 人。 
mno_join_tournament|加 入 竞 技 大 会。 
mno_town_castle|进 入 城 堡 {s1}。 
mno_town_castle_door|城 堡 大 门。 
mno_town_center|去 街 上 转 转。 
mno_town_center_door|去 镇 广 场。 
mno_town_tavern|去 酒 馆。 
mno_town_tavern_door|进 入 酒 馆。 
mno_town_merchant|与 商 人 交 谈。 
mno_town_merchant_door|进 入 商 店。 
mno_town_arena|进 入 竞 技 场。 
mno_town_arena_door|进 入 竞 技 场。 
mno_town_dungeon|永 无 可 能： 进 入 地 牢。 
mno_town_dungeon_door|地 牢 大 门。 
mno_castle_inspect|视 察 城 堡。 
mno_castle_inspect_door|去 城 堡 内 部。 
mno_town_enterprise|去 你 的 {s3}。 
mno_town_enterprise_door|前 往 你 的 产 业。 
mno_visit_lady|尝 试 拜 访 一 位 女 士。 
mno_visit_lady_door|花 园 大 门。 
mno_meet_with_guild_master|与 行 会 会 长 会 面。 
mno_trade_with_merchants|去 市 场。 
mno_walled_center_manage|管 理 这 个 {reg0?城 镇:城 堡}。 
mno_walled_center_move_court|移 都 到 这 里。 
mno_castle_station_troops|管 理 {s10}驻 军 
mno_castle_wait|在 这 里 休 息 一 会 儿 {s1}。 
